filename,width,height,class,xmin,ymin,xmax,ymax
180-cka-119.jpg,640,360,mobil,13,12,27,39
180-cka-119.jpg,640,360,truk,1,46,18,107
180-cka-120.jpg,640,360,mobil,53,169,75,195
180-cka-120.jpg,640,360,mobil,71,198,87,221
180-cka-120.jpg,640,360,mobil,37,64,51,85
180-cka-121.jpg,640,360,mobil,66,150,83,181
180-cka-121.jpg,640,360,mobil,80,183,98,203
180-cka-121.jpg,640,360,mobil,39,54,60,83
180-cka-122.jpg,640,360,mobil,89,167,111,192
180-cka-122.jpg,640,360,mobil,78,134,98,164
180-cka-122.jpg,640,360,mobil,49,49,68,71
180-cka-123.jpg,640,360,mobil,115,236,144,266
180-cka-123.jpg,640,360,mobil,97,145,125,173
180-cka-123.jpg,640,360,mobil,78,112,99,138
180-cka-123.jpg,640,360,mobil,60,28,85,59
180-cka-124.jpg,640,360,mobil,105,134,126,165
180-cka-124.jpg,640,360,mobil,88,94,107,121
180-cka-124.jpg,640,360,mobil,60,17,87,46
180-cka-124.jpg,640,360,mobil,73,114,102,158
180-cka-125.jpg,640,360,mobil,117,117,140,142
180-cka-125.jpg,640,360,mobil,100,73,124,106
180-cka-125.jpg,640,360,mobil,81,1,97,33
180-cka-126.jpg,640,360,mobil,132,101,151,122
180-cka-126.jpg,640,360,mobil,110,55,125,76
180-cka-126.jpg,640,360,mobil,177,260,189,283
180-cka-127.jpg,640,360,mobil,152,158,171,178
180-cka-127.jpg,640,360,mobil,147,89,166,114
180-cka-127.jpg,640,360,mobil,122,38,143,63
180-cka-128.jpg,640,360,mobil,161,74,183,102
180-cka-128.jpg,640,360,mobil,143,31,167,59
180-cka-128.jpg,640,360,mobil,127,39,145,69
180-cka-129.jpg,640,360,mobil,179,59,198,78
180-cka-129.jpg,640,360,mobil,155,14,174,38
180-cka-129.jpg,640,360,motor,276,324,290,346
180-cka-13.jpg,640,360,truk,163,277,204,340
180-cka-130.jpg,640,360,motor,286,319,300,337
180-cka-130.jpg,640,360,mobil,187,59,205,85
180-cka-130.jpg,640,360,mobil,158,21,178,45
180-cka-131.jpg,640,360,mobil,202,59,227,91
180-cka-131.jpg,640,360,mobil,175,35,193,60
180-cka-132.jpg,640,360,mobil,212,59,235,90
180-cka-132.jpg,640,360,mobil,184,52,208,76
180-cka-133.jpg,640,360,mobil,226,45,244,77
180-cka-133.jpg,640,360,mobil,204,58,220,79
180-cka-134.jpg,640,360,mobil,227,69,251,99
180-cka-134.jpg,640,360,mobil,233,43,252,63
180-cka-135.jpg,640,360,mobil,248,76,268,103
180-cka-135.jpg,640,360,mobil,243,28,263,56
180-cka-136.jpg,640,360,mobil,265,96,281,119
180-cka-136.jpg,640,360,mobil,249,24,268,45
180-cka-136.jpg,640,360,motor,280,207,292,224
180-cka-137.jpg,640,360,motor,243,65,255,82
180-cka-137.jpg,640,360,mobil,264,93,292,127
180-cka-137.jpg,640,360,mobil,250,1,263,28
180-cka-138.jpg,640,360,mobil,276,95,292,115
180-cka-139.jpg,640,360,mobil,284,79,297,101
180-cka-14.jpg,640,360,truk,137,129,169,198
180-cka-140.jpg,640,360,mobil,232,80,254,108
180-cka-140.jpg,640,360,motor,248,246,267,270
180-cka-141.jpg,640,360,mobil,198,83,221,108
180-cka-142.jpg,640,360,truk,183,192,216,264
180-cka-142.jpg,640,360,mobil,202,298,228,342
180-cka-142.jpg,640,360,mobil,181,39,197,75
180-cka-143.jpg,640,360,truk,138,48,169,132
180-cka-143.jpg,640,360,mobil,161,175,181,207
180-cka-143.jpg,640,360,mobil,185,311,201,345
180-cka-143.jpg,640,360,mobil,157,1,177,31
180-cka-143.jpg,640,360,motor,170,259,182,275
180-cka-143.jpg,640,360,motor,174,76,189,98
180-cka-144.jpg,640,360,motor,148,124,163,145
180-cka-144.jpg,640,360,motor,170,35,181,48
180-cka-144.jpg,640,360,mobil,141,30,156,64
180-cka-144.jpg,640,360,mobil,159,180,184,224
180-cka-144.jpg,640,360,mobil,174,259,191,295
180-cka-145.jpg,640,360,mobil,144,37,168,79
180-cka-145.jpg,640,360,mobil,202,329,220,351
180-cka-145.jpg,640,360,mobil,159,123,184,158
180-cka-146.jpg,640,360,mobil,196,287,217,314
180-cka-147.jpg,640,360,mobil,188,270,213,298
180-cka-147.jpg,640,360,motor,174,300,184,317
180-cka-148.jpg,640,360,motor,165,213,174,230
180-cka-148.jpg,640,360,mobil,190,263,206,284
180-cka-149.jpg,640,360,mobil,170,241,186,264
180-cka-149.jpg,640,360,motor,133,82,150,108
180-cka-15.jpg,640,360,truk,109,19,152,93
180-cka-15.jpg,640,360,motor,173,247,190,265
180-cka-150.jpg,640,360,mobil,172,234,187,257
180-cka-150.jpg,640,360,mobil,156,300,176,330
180-cka-151.jpg,640,360,mobil,166,225,180,245
180-cka-151.jpg,640,360,mobil,140,199,158,230
180-cka-151.jpg,640,360,mobil,157,297,173,323
180-cka-152.jpg,640,360,mobil,164,213,175,233
180-cka-152.jpg,640,360,mobil,138,194,156,220
180-cka-152.jpg,640,360,mobil,123,84,134,111
180-cka-153.jpg,640,360,mobil,190,302,207,324
180-cka-153.jpg,640,360,mobil,159,198,181,229
180-cka-153.jpg,640,360,mobil,112,70,134,105
180-cka-153.jpg,640,360,motor,121,144,129,156
180-cka-154.jpg,640,360,motor,85,98,97,113
180-cka-154.jpg,640,360,mobil,128,219,145,239
180-cka-154.jpg,640,360,mobil,170,310,200,344
180-cka-155.jpg,640,360,mobil,132,316,157,340
180-cka-155.jpg,640,360,mobil,88,227,107,252
180-cka-156.jpg,640,360,mobil,76,219,97,246
180-cka-156.jpg,640,360,mobil,124,295,147,320
180-cka-157.jpg,640,360,mobil,89,224,117,256
180-cka-157.jpg,640,360,mobil,145,294,165,322
180-cka-158.jpg,640,360,mobil,156,270,177,289
180-cka-158.jpg,640,360,mobil,102,203,130,234
180-cka-159.jpg,640,360,mobil,111,268,138,293
180-cka-159.jpg,640,360,mobil,60,209,77,231
180-cka-16.jpg,640,360,motor,139,100,159,118
180-cka-16.jpg,640,360,mobil,185,245,206,274
180-cka-16.jpg,640,360,truk,166,266,198,333
180-cka-160.jpg,640,360,mobil,55,258,74,281
180-cka-160.jpg,640,360,mobil,5,208,23,232
180-cka-161.jpg,640,360,mobil,32,262,51,280
180-cka-162.jpg,640,360,mobil,28,240,40,257
180-cka-163.jpg,640,360,mobil,31,207,55,238
180-cka-164.jpg,640,360,mobil,6,185,26,209
180-cka-167.jpg,640,360,mobil,169,321,188,344
180-cka-168.jpg,640,360,mobil,183,286,206,315
180-cka-169.jpg,640,360,mobil,194,243,214,269
180-cka-169.jpg,640,360,mobil,19,54,41,79
180-cka-17.jpg,640,360,mobil,163,99,186,128
180-cka-17.jpg,640,360,truk,150,147,184,226
180-cka-17.jpg,640,360,mobil,172,267,197,304
180-cka-17.jpg,640,360,motor,182,341,198,360
180-cka-170.jpg,640,360,mobil,137,253,177,283
180-cka-171.jpg,640,360,mobil,107,231,132,254
180-cka-172.jpg,640,360,mobil,111,209,130,236
180-cka-173.jpg,640,360,mobil,112,171,143,199
180-cka-174.jpg,640,360,mobil,112,116,133,139
180-cka-174.jpg,640,360,mobil,1,12,35,25
180-cka-175.jpg,640,360,mobil,120,89,149,120
180-cka-176.jpg,640,360,mobil,127,5,149,27
180-cka-176.jpg,640,360,motor,336,242,350,259
180-cka-177.jpg,640,360,motor,342,170,358,188
180-cka-177.jpg,640,360,mobil,406,300,438,343
180-cka-178.jpg,640,360,motor,358,95,368,117
180-cka-178.jpg,640,360,motor,390,171,405,185
180-cka-179.jpg,640,360,mobil,425,246,457,291
180-cka-179.jpg,640,360,motor,397,128,414,147
180-cka-179.jpg,640,360,motor,364,53,374,65
180-cka-18.jpg,640,360,truk,134,14,173,94
180-cka-18.jpg,640,360,mobil,157,153,184,187
180-cka-18.jpg,640,360,motor,166,226,182,246
180-cka-18.jpg,640,360,mobil,171,291,191,322
180-cka-18.jpg,640,360,mobil,190,331,214,360
180-cka-180.jpg,640,360,motor,333,121,352,141
180-cka-180.jpg,640,360,motor,297,38,313,59
180-cka-180.jpg,640,360,mobil,375,260,401,302
180-cka-181.jpg,640,360,mobil,352,273,373,309
180-cka-181.jpg,640,360,motor,295,100,313,123
180-cka-181.jpg,640,360,motor,259,19,276,44
180-cka-183.jpg,640,360,mobil,329,258,353,292
180-cka-183.jpg,640,360,motor,269,31,287,59
180-cka-184.jpg,640,360,mobil,336,252,358,278
180-cka-184.jpg,640,360,motor,263,2,278,22
180-cka-185.jpg,640,360,mobil,283,145,309,171
180-cka-186.jpg,640,360,mobil,333,220,360,255
180-cka-186.jpg,640,360,motor,267,87,283,111
180-cka-186.jpg,640,360,mobil,235,7,251,29
180-cka-187.jpg,640,360,mobil,343,215,362,243
180-cka-187.jpg,640,360,motor,374,269,390,283
180-cka-188.jpg,640,360,motor,345,211,362,231
180-cka-188.jpg,640,360,mobil,311,210,325,240
180-cka-188.jpg,640,360,mobil,323,159,344,197
180-cka-188.jpg,640,360,mobil,328,270,347,302
180-cka-189.jpg,640,360,truk,299,262,325,314
180-cka-189.jpg,640,360,truk,280,283,305,322
180-cka-189.jpg,640,360,mobil,255,162,275,197
180-cka-189.jpg,640,360,mobil,280,143,298,175
180-cka-189.jpg,640,360,mobil,228,93,253,129
180-cka-19.jpg,640,360,mobil,146,1,166,41
180-cka-19.jpg,640,360,motor,151,81,170,104
180-cka-19.jpg,640,360,mobil,153,157,172,185
180-cka-19.jpg,640,360,mobil,177,173,194,202
180-cka-19.jpg,640,360,truk,155,250,180,293
180-cka-190.jpg,640,360,mobil,269,261,292,289
180-cka-190.jpg,640,360,mobil,298,331,316,357
180-cka-190.jpg,640,360,mobil,255,127,282,163
180-cka-190.jpg,640,360,mobil,193,49,215,83
180-cka-190.jpg,640,360,truk,248,169,283,226
180-cka-190.jpg,640,360,truk,243,210,269,249
180-cka-191.jpg,640,360,truk,193,100,212,133
180-cka-191.jpg,640,360,truk,204,39,232,90
180-cka-191.jpg,640,360,truk,236,84,253,118
180-cka-191.jpg,640,360,motor,256,265,270,290
180-cka-191.jpg,640,360,mobil,228,144,247,180
180-cka-191.jpg,640,360,mobil,251,221,270,250
180-cka-191.jpg,640,360,mobil,317,297,336,319
180-cka-192.jpg,640,360,mobil,212,100,235,136
180-cka-192.jpg,640,360,mobil,188,15,203,43
180-cka-192.jpg,640,360,mobil,215,45,237,82
180-cka-193.jpg,640,360,mobil,213,21,232,51
180-cka-193.jpg,640,360,motor,182,37,193,53
180-cka-193.jpg,640,360,motor,247,268,264,291
180-cka-194.jpg,640,360,motor,228,178,235,193
180-cka-194.jpg,640,360,mobil,207,1,224,33
180-cka-196.jpg,640,360,mobil,261,230,278,253
180-cka-197.jpg,640,360,mobil,228,83,249,109
180-cka-20.jpg,640,360,mobil,174,48,194,81
180-cka-20.jpg,640,360,mobil,153,61,172,93
180-cka-20.jpg,640,360,truk,162,161,189,205
180-cka-21.jpg,640,360,mobil,148,37,181,89
180-cka-23.jpg,640,360,truk,180,245,205,310
180-cka-23.jpg,640,360,truk,172,311,198,356
180-cka-23.jpg,640,360,motor,168,285,181,300
180-cka-24.jpg,640,360,truk,157,114,190,189
180-cka-24.jpg,640,360,truk,159,214,180,258
180-cka-24.jpg,640,360,motor,170,286,185,307
180-cka-25.jpg,640,360,truk,139,1,173,53
180-cka-25.jpg,640,360,truk,149,111,180,158
180-cka-25.jpg,640,360,motor,161,180,179,201
180-cka-25.jpg,640,360,mobil,176,271,200,299
180-cka-25.jpg,640,360,mobil,188,314,213,348
180-cka-26.jpg,640,360,motor,150,55,171,76
180-cka-26.jpg,640,360,truk,143,1,166,41
180-cka-26.jpg,640,360,mobil,162,149,181,180
180-cka-26.jpg,640,360,mobil,171,198,197,235
180-cka-26.jpg,640,360,truk,162,327,188,360
180-cka-27.jpg,640,360,mobil,146,16,168,44
180-cka-27.jpg,640,360,mobil,157,70,180,103
180-cka-27.jpg,640,360,mobil,157,261,176,292
180-cka-28.jpg,640,360,motor,180,99,197,118
180-cka-28.jpg,640,360,mobil,148,207,168,240
180-cka-28.jpg,640,360,motor,171,266,185,285
180-cka-29.jpg,640,360,motor,175,81,193,100
180-cka-29.jpg,640,360,mobil,139,155,163,191
180-cka-29.jpg,640,360,mobil,188,280,211,307
180-cka-29.jpg,640,360,motor,166,194,182,211
180-cka-30.jpg,640,360,mobil,130,60,151,93
180-cka-30.jpg,640,360,mobil,162,142,186,175
180-cka-30.jpg,640,360,motor,173,287,189,308
180-cka-31.jpg,640,360,mobil,148,1,171,35
180-cka-31.jpg,640,360,motor,153,167,171,189
180-cka-32.jpg,640,360,motor,148,69,164,89
180-cka-33.jpg,640,360,mobil,207,247,230,276
180-cka-34.jpg,640,360,mobil,173,121,204,154
180-cka-35.jpg,640,360,mobil,149,1,182,31
180-cka-37.jpg,640,360,motor,263,274,279,294
180-cka-38.jpg,640,360,motor,238,154,253,174
180-cka-39.jpg,640,360,motor,217,27,231,48
180-cka-39.jpg,640,360,motor,317,237,332,257
180-cka-40.jpg,640,360,truk,295,221,322,263
180-cka-40.jpg,640,360,motor,312,273,323,292
180-cka-40.jpg,640,360,motor,329,216,345,239
180-cka-41.jpg,640,360,truk,283,116,307,160
180-cka-41.jpg,640,360,motor,291,172,311,191
180-cka-41.jpg,640,360,mobil,298,196,324,233
180-cka-42.jpg,640,360,truk,271,12,301,63
180-cka-42.jpg,640,360,motor,286,77,303,98
180-cka-42.jpg,640,360,mobil,292,105,317,138
180-cka-42.jpg,640,360,motor,342,181,357,198
180-cka-43.jpg,640,360,mobil,278,21,304,49
180-cka-43.jpg,640,360,motor,356,177,369,196
180-cka-43.jpg,640,360,mobil,335,263,366,290
180-cka-43.jpg,640,360,truk,367,335,386,360
180-cka-44.jpg,640,360,mobil,321,138,345,165
180-cka-44.jpg,640,360,truk,356,300,380,335
180-cka-47.jpg,640,360,truk,347,212,371,249
180-cka-47.jpg,640,360,mobil,350,299,371,325
180-cka-48.jpg,640,360,truk,346,178,371,217
180-cka-48.jpg,640,360,motor,323,250,335,264
180-cka-48.jpg,640,360,mobil,345,270,364,292
180-cka-48.jpg,640,360,truk,342,340,362,360
180-cka-49.jpg,640,360,motor,323,168,339,184
180-cka-49.jpg,640,360,truk,347,163,372,202
180-cka-49.jpg,640,360,mobil,349,251,367,277
180-cka-49.jpg,640,360,mobil,350,330,372,359
180-cka-50.jpg,640,360,motor,319,54,334,74
180-cka-50.jpg,640,360,truk,341,124,363,167
180-cka-50.jpg,640,360,mobil,340,216,361,244
180-cka-50.jpg,640,360,mobil,343,298,366,330
180-cka-51.jpg,640,360,motor,335,39,350,56
180-cka-51.jpg,640,360,truk,330,86,356,133
180-cka-51.jpg,640,360,truk,333,180,348,205
180-cka-51.jpg,640,360,mobil,330,262,353,296
180-cka-51.jpg,640,360,truk,329,319,350,360
180-cka-51.jpg,640,360,truk,306,332,327,360
180-cka-52.jpg,640,360,truk,327,66,349,111
180-cka-52.jpg,640,360,mobil,328,161,349,190
180-cka-52.jpg,640,360,mobil,330,245,350,277
180-cka-52.jpg,640,360,truk,306,262,326,304
180-cka-52.jpg,640,360,truk,327,304,356,354
180-cka-52.jpg,640,360,mobil,309,322,329,359
180-cka-53.jpg,640,360,truk,326,34,346,75
180-cka-53.jpg,640,360,mobil,326,128,346,157
180-cka-53.jpg,640,360,truk,303,171,323,212
180-cka-53.jpg,640,360,mobil,327,213,348,249
180-cka-53.jpg,640,360,mobil,306,235,326,265
180-cka-53.jpg,640,360,mobil,306,295,322,325
180-cka-53.jpg,640,360,truk,324,272,348,322
180-cka-53.jpg,640,360,truk,281,323,307,360
180-cka-54.jpg,640,360,truk,321,7,348,51
180-cka-54.jpg,640,360,truk,299,80,323,125
180-cka-54.jpg,640,360,mobil,326,104,346,134
180-cka-54.jpg,640,360,mobil,304,149,327,185
180-cka-54.jpg,640,360,mobil,326,190,348,221
180-cka-54.jpg,640,360,mobil,308,213,326,244
180-cka-54.jpg,640,360,truk,324,251,353,303
180-cka-54.jpg,640,360,mobil,329,324,350,351
180-cka-54.jpg,640,360,truk,284,276,310,333
180-cka-55.jpg,640,360,mobil,299,31,319,63
180-cka-55.jpg,640,360,mobil,321,60,340,88
180-cka-55.jpg,640,360,mobil,299,93,317,124
180-cka-55.jpg,640,360,mobil,320,148,342,182
180-cka-55.jpg,640,360,truk,274,203,298,266
180-cka-55.jpg,640,360,truk,317,205,347,258
180-cka-55.jpg,640,360,mobil,317,280,345,307
180-cka-55.jpg,640,360,truk,321,329,347,360
180-cka-56.jpg,640,360,mobil,312,31,335,65
180-cka-56.jpg,640,360,motor,288,96,301,114
180-cka-56.jpg,640,360,mobil,313,118,335,156
180-cka-56.jpg,640,360,truk,266,148,293,217
180-cka-56.jpg,640,360,truk,313,173,338,230
180-cka-56.jpg,640,360,mobil,317,253,340,283
180-cka-56.jpg,640,360,truk,316,304,337,339
180-cka-57.jpg,640,360,truk,259,62,282,132
180-cka-57.jpg,640,360,mobil,307,66,327,99
180-cka-57.jpg,640,360,truk,300,118,330,175
180-cka-57.jpg,640,360,mobil,301,200,323,227
180-cka-57.jpg,640,360,truk,294,250,320,289
180-cka-57.jpg,640,360,mobil,269,298,290,331
180-cka-57.jpg,640,360,mobil,298,307,316,339
180-cka-58.jpg,640,360,mobil,305,21,330,61
180-cka-58.jpg,640,360,truk,298,80,326,135
180-cka-58.jpg,640,360,mobil,303,157,325,187
180-cka-58.jpg,640,360,mobil,276,192,294,223
180-cka-58.jpg,640,360,truk,295,215,318,257
180-cka-58.jpg,640,360,mobil,299,270,320,304
180-cka-58.jpg,640,360,truk,290,317,314,353
180-cka-59.jpg,640,360,mobil,294,11,318,48
180-cka-59.jpg,640,360,truk,292,68,322,125
180-cka-59.jpg,640,360,mobil,271,107,291,139
180-cka-59.jpg,640,360,mobil,298,148,321,176
180-cka-59.jpg,640,360,truk,294,211,322,253
180-cka-59.jpg,640,360,mobil,303,266,320,294
180-cka-59.jpg,640,360,truk,298,315,324,356
180-cka-60.jpg,640,360,truk,284,33,311,89
180-cka-60.jpg,640,360,mobil,289,114,312,142
180-cka-60.jpg,640,360,truk,286,180,310,219
180-cka-60.jpg,640,360,mobil,294,233,314,266
180-cka-60.jpg,640,360,truk,298,285,324,322
180-cka-61.jpg,640,360,truk,266,2,304,58
180-cka-61.jpg,640,360,mobil,279,86,310,117
180-cka-61.jpg,640,360,truk,279,153,308,194
180-cka-61.jpg,640,360,mobil,289,205,309,236
180-cka-61.jpg,640,360,truk,297,253,326,298
180-cka-62.jpg,640,360,truk,280,198,306,244
180-cka-62.jpg,640,360,mobil,275,148,293,181
180-cka-62.jpg,640,360,truk,265,94,287,135
180-cka-62.jpg,640,360,mobil,266,30,291,62
180-cka-62.jpg,640,360,mobil,330,279,358,295
180-cka-63.jpg,640,360,truk,255,22,278,59
180-cka-63.jpg,640,360,mobil,268,73,285,106
180-cka-63.jpg,640,360,truk,266,128,296,173
180-cka-63.jpg,640,360,motor,237,310,249,330
180-cka-63.jpg,640,360,mobil,315,195,341,211
180-cka-64.jpg,640,360,motor,233,205,245,223
180-cka-64.jpg,640,360,mobil,229,249,255,281
180-cka-64.jpg,640,360,truk,261,64,287,109
180-cka-64.jpg,640,360,mobil,267,3,286,41
180-cka-64.jpg,640,360,mobil,311,109,341,129
180-cka-65.jpg,640,360,truk,254,22,287,74
180-cka-65.jpg,640,360,mobil,307,45,343,64
180-cka-65.jpg,640,360,motor,233,111,245,125
180-cka-65.jpg,640,360,mobil,235,157,253,185
180-cka-65.jpg,640,360,motor,228,191,240,207
180-cka-65.jpg,640,360,truk,213,299,227,324
180-cka-65.jpg,640,360,mobil,268,321,281,346
180-cka-66.jpg,640,360,motor,180,17,193,36
180-cka-66.jpg,640,360,truk,205,1,232,42
180-cka-66.jpg,640,360,mobil,185,66,203,100
180-cka-66.jpg,640,360,motor,184,125,193,138
180-cka-66.jpg,640,360,mobil,172,260,189,285
180-cka-66.jpg,640,360,mobil,228,280,243,305
180-cka-66.jpg,640,360,motor,170,294,184,306
180-cka-66.jpg,640,360,motor,196,311,209,330
180-cka-67.jpg,640,360,mobil,130,310,148,337
180-cka-67.jpg,640,360,mobil,134,255,155,281
180-cka-67.jpg,640,360,motor,119,223,132,236
180-cka-67.jpg,640,360,mobil,175,217,192,243
180-cka-68.jpg,640,360,truk,88,119,106,146
180-cka-68.jpg,640,360,motor,88,146,102,160
180-cka-68.jpg,640,360,mobil,105,143,128,174
180-cka-68.jpg,640,360,mobil,147,144,165,174
180-cka-68.jpg,640,360,mobil,100,201,123,235
180-cka-68.jpg,640,360,mobil,99,256,117,285
180-cka-68.jpg,640,360,motor,114,87,129,105
180-cka-69.jpg,640,360,mobil,89,38,108,71
180-cka-69.jpg,640,360,mobil,129,87,146,116
180-cka-69.jpg,640,360,mobil,90,100,105,133
180-cka-69.jpg,640,360,motor,68,89,85,99
180-cka-69.jpg,640,360,mobil,86,159,103,191
180-cka-70.jpg,640,360,mobil,70,2,87,31
180-cka-70.jpg,640,360,mobil,67,186,88,213
180-cka-70.jpg,640,360,mobil,71,233,92,259
180-cka-70.jpg,640,360,mobil,124,209,155,228
180-cka-71.jpg,640,360,mobil,74,231,91,255
180-cka-71.jpg,640,360,mobil,63,187,79,214
180-cka-71.jpg,640,360,mobil,123,169,156,189
180-cka-71.jpg,640,360,motor,52,12,67,28
180-cka-72.jpg,640,360,mobil,105,81,137,99
180-cka-72.jpg,640,360,mobil,38,137,56,162
180-cka-72.jpg,640,360,mobil,49,174,68,200
180-cka-72.jpg,640,360,mobil,116,259,150,275
180-cka-72.jpg,640,360,mobil,133,279,166,298
180-cka-72.jpg,640,360,motor,68,342,78,354
180-cka-73.jpg,640,360,mobil,91,6,124,25
180-cka-73.jpg,640,360,mobil,20,115,39,141
180-cka-73.jpg,640,360,mobil,38,137,53,171
180-cka-73.jpg,640,360,mobil,105,194,140,212
180-cka-73.jpg,640,360,mobil,121,218,157,237
180-cka-73.jpg,640,360,motor,57,310,68,325
180-cka-73.jpg,640,360,mobil,85,310,102,337
180-cka-73.jpg,640,360,mobil,115,330,148,355
180-cka-73.jpg,640,360,mobil,79,339,110,360
180-cka-74.jpg,640,360,mobil,27,64,48,97
180-cka-74.jpg,640,360,mobil,4,58,23,86
180-cka-74.jpg,640,360,mobil,111,118,143,139
180-cka-74.jpg,640,360,mobil,66,214,85,244
180-cka-74.jpg,640,360,mobil,67,250,89,275
180-cka-74.jpg,640,360,mobil,97,235,130,266
180-cka-74.jpg,640,360,motor,43,245,53,259
180-cka-74.jpg,640,360,truk,28,277,59,330
180-cka-75.jpg,640,360,mobil,82,20,121,40
180-cka-75.jpg,640,360,mobil,100,47,134,69
180-cka-75.jpg,640,360,mobil,13,22,35,58
180-cka-75.jpg,640,360,mobil,1,52,18,84
180-cka-75.jpg,640,360,mobil,55,149,73,178
180-cka-75.jpg,640,360,mobil,63,188,80,216
180-cka-75.jpg,640,360,mobil,90,170,125,201
180-cka-75.jpg,640,360,motor,36,213,48,228
180-cka-75.jpg,640,360,truk,23,245,50,302
180-cka-75.jpg,640,360,mobil,19,333,39,359
180-cka-76.jpg,640,360,mobil,83,20,118,39
180-cka-76.jpg,640,360,mobil,1,34,19,69
180-cka-76.jpg,640,360,mobil,1,99,10,126
180-cka-76.jpg,640,360,mobil,51,132,70,160
180-cka-76.jpg,640,360,mobil,59,177,78,208
180-cka-76.jpg,640,360,mobil,86,146,120,181
180-cka-76.jpg,640,360,motor,42,236,53,249
180-cka-76.jpg,640,360,truk,30,266,64,321
180-cka-77.jpg,640,360,mobil,29,4,49,34
180-cka-77.jpg,640,360,mobil,62,24,99,57
180-cka-77.jpg,640,360,mobil,27,59,50,85
180-cka-77.jpg,640,360,motor,12,145,24,162
180-cka-77.jpg,640,360,truk,1,176,27,239
180-cka-77.jpg,640,360,mobil,2,310,22,337
180-cka-78.jpg,640,360,truk,6,201,41,260
180-cka-78.jpg,640,360,motor,16,171,28,187
180-cka-78.jpg,640,360,mobil,15,42,42,75
180-cka-78.jpg,640,360,mobil,50,2,90,36
180-cka-79.jpg,640,360,motor,1,138,10,152
180-cka-79.jpg,640,360,truk,1,166,12,228
180-cka-79.jpg,640,360,truk,5,341,28,360
180-cka-80.jpg,640,360,mobil,27,194,65,207
180-cka-80.jpg,640,360,truk,1,313,25,360
180-cka-81.jpg,640,360,mobil,35,195,71,213
180-cka-82.jpg,640,360,motor,44,11,58,26
180-cka-82.jpg,640,360,truk,35,42,63,102
180-cka-82.jpg,640,360,mobil,16,74,38,100
180-cka-82.jpg,640,360,truk,81,68,113,89
180-cka-82.jpg,640,360,truk,65,270,94,325
180-cka-82.jpg,640,360,mobil,52,305,70,324
180-cka-83.jpg,640,360,truk,59,17,90,82
180-cka-83.jpg,640,360,mobil,103,7,143,31
180-cka-83.jpg,640,360,mobil,56,94,81,120
180-cka-83.jpg,640,360,truk,95,250,135,307
180-cka-83.jpg,640,360,mobil,98,313,121,333
180-cka-84.jpg,640,360,truk,61,1,99,48
180-cka-84.jpg,640,360,mobil,69,88,91,117
180-cka-84.jpg,640,360,truk,100,216,132,272
180-cka-84.jpg,640,360,mobil,109,307,132,326
180-cka-85.jpg,640,360,mobil,71,77,92,107
180-cka-85.jpg,640,360,truk,93,185,130,243
